"Timestamp","Año de nacimiento","Género","¿Cuántos hermanos tienes?","Orden de nacimiento","Durante la mayor parte de tu infancia, ¿cuál era la situación de tu familia?","¿A qué edad tuvo tu MADRE su primer hijo/a?","¿A qué edad tuvo tu PADRE su primer hijo/a?","¿Cuál es el nivel de estudios máximo obtenido por tu madre?","¿Cuál es el nivel de estudios máximo obtenido por tu padre?","¿Qué tipo de educación recibió tu madre?","¿Qué tipo de educación recibió tu padre?","¿Cuál era la profesion principal de tu madre?","¿Cuál era la profesion principal de tu padre?","¿Cuántas personas trabajaban en tu hogar a tiempo completo?","¿Cuántas personas trabajaban en tu hogar a tiempo parcial?","¿En qué categoría clasificarías la situación económica de tu familia durante tu infancia?","¿Cuál era la situación de tu familia en cuanto a vivienda?","Indica el código postal (o códigos postales) de tu casa durante tu infancia.","¿A qué edad empezaste a trabajar?","¿Has terminado de estudiar?","Si has terminado de estudiar, ¿cuál es tu grado máximo de estudios?","Si no has terminado de estudiar, ¿qué tipo de estudios estás cursando ahora mismo?","¿Has cursado otras modalidades de bachillerato?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio público?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio concertado religioso?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio concertado laico?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio privado religioso?","Entre 1º de primaria y 2º de bachillerato o grado medio, ¿cuántos cursos estudiaste en un colegio privado laico?","Durante tu educación primaria y secundaria, ¿recibiste alguna de las siguientes?","¿Practicabas algún deporte de manera extraescolar?","¿Has hecho selectividad?","Si hiciste la selectividad en 2009 o antes, ¿cuál fue tu nota?","Si hiciste la selectividade en 2010 o en adelante, ¿cuál fue tu nota?","Si accediste a la universidad, ¿a qué titulación?","¿Accediste a la universidad el primer año que solicitaste?","Si no accediste a la primera, ¿cuántas veces solicitaste la entrada?","¿Fue tu primera opción?","Si no fue tu primera opción, ¿cuál fue?"
"2019/02/05 3:32:14 PM GMT+1","1977","Mujer","3","3","Padre o madre viudo/a, sin pareja.","22","23","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Panadera","Paleta","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Otras situaciones","08338","16","Sí","Educación Primaria o Educación General Básica (EGB)","","No","1","0","0","0","0","Ninguna","No","No","","","","No","Ninguna","No","No accedí a la universidad"
"2019/02/05 3:33:32 PM GMT+1","1987","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","25","35","Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","pastelera","constructor","4","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08400","16","No","Ciclo formativo de grado medio (FP)","Ciclo formativo de grado superior (FP)","Si","4","0","0","0","0","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 3:33:44 PM GMT+1","1981","Hombre","2","3","Padres conviviendo como pareja, casados o pareja de hecho.","25","27","Doctorado","Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","Concertada religiosa","Profesora","Administrativo","2","0","Nos podíamos permitir todavía más lujos (múltiples vacaciones anuales, varios coches).","Propiedad","08026","18","Sí","Máster Universitario","","No","4","8","0","0","0","Ninguna","No","Sí","6 - 6,5","","","Sí","","No","Segunda"
"2019/02/05 3:33:45 PM GMT+1","1982","Mujer","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","28","27","Educación Primaria o Educación General Básica (EGB)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Pública","Pública","Operaria","Jefe de equipo","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08430","18","Sí","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","","No","3","0","0","0","8","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 3:35:08 PM GMT+1","1992","Hombre","1","2","Padres divorciados y los dos con otras parejas.","18","23","Educación Primaria o Educación General Básica (EGB)","No lo sé","Concertada religiosa","Concertada religiosa","Limpiadora","Albañil","2","0","Teníamos dificultades para cubrir nuestras necesidades básicas (vivienda, alimentación, etc.).","Alquiler","08700","15","Sí","Ciclo formativo de grado medio (FP)","","No","12","0","0","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 3:36:48 PM GMT+1","1974","Mujer","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","27","36","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","limpieza","capataz agua","0","1","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08950","23","Sí","Máster Universitario","","No","0","0","8","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","6,5 - 7","","derecho","Sí","","Sí",""
"2019/02/05 3:38:05 PM GMT+1","1974","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","32","34","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Chófer","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08400","16","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","10","0","0","0","0","Ninguna","No","No","","","Educació Social","Sí","","Sí",""
"2019/02/05 3:39:20 PM GMT+1","1979","Hombre","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","26","34","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","No lo sé","No lo sé","Contable","Mecanico","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08214","16","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","7","0","0","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","No","","","Relacionea laborales","Sí","","Sí",""
"2019/02/05 3:39:37 PM GMT+1","1973","Hombre","2","2","Padre o madre viudo/a con pareja.","28","29","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Comercial","Estibador","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08004","17","Sí","Diplomatura o ingeniería técnica","","No","0","10","0","0","0","Ninguna","Si","No","","","Educación social","Sí","","Sí",""
"2019/02/05 3:40:12 PM GMT+1","1977","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","21","24","Ciclo formativo de grado superior (FP)","Educación Primaria o Educación General Básica (EGB)","Pública","Privada religiosa","Administrativa","Camionero","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08788","18","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","11","0","1","0","0","Ninguna","Si","Sí","5,5 - 6","","Empresariales","Sí","","No","Segunda"
"2019/02/05 3:40:13 PM GMT+1","1978","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","30","Educación Primaria o Educación General Básica (EGB)","No lo sé","No lo sé","No lo sé","Ama de casa","Contable","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08840","20","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","12","0","0","0","0","Clases de refuerzo","No","Sí","6 - 6,5","","Filología hispánica","Sí","","Sí",""
"2019/02/05 3:40:36 PM GMT+1","1984","Mujer","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","23","25","Grado universitario, licenciatura o ingeniería superior","Ciclo formativo de grado superior (FP)","Pública","Pública","Profesora","Jefe de ventas multinacional","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08240","20","Sí","Máster Universitario","","No","12","0","0","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","7 - 7,5","","Dietètica y Nutrición (2003) y Grado Educación Infantil (2011)","Sí","","Sí",""
"2019/02/05 3:40:47 PM GMT+1","5/5/1977","Mujer","3","2","Padres conviviendo como pareja, casados o pareja de hecho.","26","25","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Privada religiosa","No lo sé","Carnicera ","Cocinero ","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08430 ","19","Sí","Ciclo formativo de grado superior (FP)","","No","0","6","5","3","0","Ninguna","No","No","","","","No","","","No accedí a la universidad"
"2019/02/05 3:40:58 PM GMT+1","1972","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","25","26","Ciclo formativo de grado superior (FP)","Diplomatura o ingeniería técnica","Pública","Pública","administrativa","ingeniero","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08025","25","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","0","0","0","0","4","Ninguna","Si","Sí","6,5 - 7","","INGENIERIA","Sí","","Sí",""
"2019/02/05 3:41:18 PM GMT+1","1977","Hombre","3","4","Padres conviviendo como pareja, casados o pareja de hecho.","20","24","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Mecanico","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Otras situaciones"," 08320","14","No","","","No","1","0","0","0","0","Ninguna","Si","No","","","","No","","No","No accedí a la universidad"
"2019/02/05 3:42:37 PM GMT+1","1965","Mujer","2","1","Padres conviviendo como pareja, casados o pareja de hecho.","22","21","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Privada religiosa","Privada religiosa","ama de casa","fontanero","2","1","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Alquiler","08240","17","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","12","0","0","0","0","Ninguna","No","Sí","6 - 6,5","","Filologia Clásica","Sí","","Sí",""
"2019/02/05 3:42:40 PM GMT+1","2000","Hombre","2","2","Padres conviviendo como pareja, casados o pareja de hecho.","26","28","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","Pública","Comercio","Comercio","1","1","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08302","No","No","","Ciclo formativo de grado superior (FP)","No","12","0","3","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.);Logopedia o Psicopedagogía","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 3:44:17 PM GMT+1","1986","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","20","25","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Operaria","Construcción","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08788","18","Sí","Ciclo formativo de grado superior (FP)","","No","3","0","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 3:44:24 PM GMT+1","1973","Hombre","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","30","25","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","No lo sé","Privada laica","Textil. No se escolarizó, pero no pusiste la opción","Textil","1","1","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08391","24","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","0","0","0","12","0","Clases de refuerzo","Si","Sí","6 - 6,5","","Historia","Sí","","Sí",""
"2019/02/05 3:45:18 PM GMT+1","1997","Mujer","1","Soy la hermana menor. ","Padres conviviendo como pareja, casados o pareja de hecho.","19","24","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Confeccionista","Confeccionista","3","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08303","17","No","Ciclo formativo de grado superior (FP)","Ciclo formativo de grado superior (FP)","No","12","0","0","0","0","Clases de refuerzo","No","No","","","","","","","No accedí a la universidad"
"2019/02/05 3:46:48 PM GMT+1","1993","Mujer","1","Soy la mayor","Padres conviviendo como pareja, casados o pareja de hecho.","17","18","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Camarera","Paleta","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08784","16","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","12","0","0","0","0","Ninguna","Si","No","","","Pedagogia","Sí","","Sí",""
"2019/02/05 3:47:17 PM GMT+1","1990","Mujer","Uno","2","Padres conviviendo como pareja, casados o pareja de hecho.","19","27","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Costurera ","Trabajar en el campo ","2","Ninguna","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08914, 08917","18","Sí","Ciclo formativo de grado medio (FP)","","No","3","0","0","0","0","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 3:47:23 PM GMT+1","1977","Hombre","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","24","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Peluquera","Barnizador","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08530","18","Sí","Ciclo formativo de grado superior (FP)","","No","12","0","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 3:47:47 PM GMT+1","1968","Hombre","3","2","Padres conviviendo como pareja, casados o pareja de hecho.","24","29","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Curtidor de pieles","1","1","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08170","14","Sí","Educación Primaria o Educación General Básica (EGB)","","No","8","0","0","0","0","Ninguna","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 3:48:22 PM GMT+1","1962","Hombre","1","Primer","Padres conviviendo como pareja, casados o pareja de hecho.","26","26","Ciclo formativo de grado medio (FP)","Ciclo formativo de grado superior (FP)","Concertada laica","Concertada laica","Brodadora","Cap de comptabilitat","3","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad de protección oficial","08028","23","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","0","12","0","12","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","6 - 6,5","","Grau","Sí","","No","Segunda"
"2019/02/05 3:48:27 PM GMT+1","1969","Mujer","2","Primera","Padres conviviendo como pareja, casados o pareja de hecho.","26","31","Educación Primaria o Educación General Básica (EGB)","Bachillerato o Curso de Orientación Universitaria (COU)","Concertada religiosa","Concertada religiosa","Ama de casa","Administrativo","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Alquiler","08013","17","Sí","Diplomatura o ingeniería técnica","","No","12","0","0","0","0","Ninguna","No","No","","","Enfermeria","Sí","","Sí",""
"2019/02/05 3:48:53 PM GMT+1","1971","Mujer","Dos","2","Padres conviviendo como pareja, casados o pareja de hecho.","20","30","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Maestra","Camionero","1","1","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08240","16","Sí","Ciclo formativo de grado superior (FP)","","No","6","9","0","0","0","Ninguna","No","No","","","","","","","No accedí a la universidad"
"2019/02/05 3:50:13 PM GMT+1","1985","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","23","24","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Empresario","1","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08390","16","Sí","Ciclo formativo de grado superior (FP)","","No","6","8","0","0","0","Ninguna","Si","No","","","Derecho","Sí","","Sí",""
"2019/02/05 3:51:54 PM GMT+1","1965","Hombre","4","4","Padres conviviendo como pareja, casados o pareja de hecho.","22","25","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Pública","Pública","Ama de casa","Policia","1","2","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08206","18","No","Ciclo formativo de grado superior (FP)","","No","4","2","0","0","1","Ninguna","Si","Sí","7 - 7,5","","Psicología","Sí","","Sí",""
"2019/02/05 3:51:58 PM GMT+1","1999","Mujer","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","37","39","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Privada religiosa","Privada religiosa","Laboratorio de medicamentos","En Egarvia","2","1","El dinero no era un factor limitante (casas de veraneo, varios coches, etc.).","Propiedad","08225","18","No","","Ciclo formativo de grado superior (FP)","No","8","0","2","0","0","Clases de refuerzo","No","No","","","","","","","No accedí a la universidad"
"2019/02/05 3:52:17 PM GMT+1","1993","Mujer","3","2","Padres divorciados y los dos con otras parejas.","25","24","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Bachillerato o Curso de Orientación Universitaria (COU)","Pública","Pública","Ama de casa","Repartidor ","1","2","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08370","16","No","","Grado universitario","No","10","10","10","9","8","Ninguna","Si","No","","","Trabajo social ","Sí","","Sí",""
"2019/02/05 3:52:48 PM GMT+1","1989","Hombre","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","24","27","Ciclo formativo de grado medio (FP)","Grado universitario, licenciatura o ingeniería superior","Pública","Pública","Ama de Casa","Administración financiera.","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","08530","16","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","12","0","0","0","0","Ninguna","Si","Sí","<5","8,5 - 9","Grado en comunicación","Sí","","Sí",""
"2019/02/05 3:56:21 PM GMT+1","1983","Mujer","2","1","Padre o madre viudo/a, sin pareja.","17","17","Educación Primaria o Educación General Básica (EGB)","No lo sé","Concertada religiosa","No lo sé","Personal de limpieza","Artista","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08922","16","Sí","Ciclo formativo de grado superior (FP)","Grado universitario","Si","0","4","8","0","0","Ninguna","Si","Sí","8 - 8,5","","Enfermeria","Sí","","Sí",""
"2019/02/05 3:56:44 PM GMT+1","1975","Hombre","2","2","Otras situaciones (huérfano/a, bajo tutela de un familiar, servicios sociales, etc).","26","26","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de casa","Operario","1","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08860","16","Sí","Ciclo formativo de grado superior (FP)","","No","8","0","0","0","0","Ninguna","No","No","","","Ingenieria ","Sí","","Sí",""
"2019/02/05 3:57:03 PM GMT+1","1962","Hombre","3","3","Padres conviviendo como pareja, casados o pareja de hecho.","23","23","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Ama de Casa...","Textil","1","2","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08490","14","Sí","Ciclo formativo de grado superior (FP)","","Si","12","0","0","0","0","Clases de refuerzo","Si","No","","","","","","","No accedí a la universidad"
"2019/02/05 3:58:03 PM GMT+1","1996","Hombre","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","26","30","Ciclo formativo de grado medio (FP)","Ciclo formativo de grado superior (FP)","Pública","Pública","Operaria","Funcionario","2","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Propiedad","O8181","19","No","","Grado universitario","No","6","6","0","0","0","Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","","8 - 8,5","Sociologia","Sí","","Sí",""
"2019/02/05 3:59:07 PM GMT+1","1968","Mujer","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","25","28","Bachillerato o Curso de Orientación Universitaria (COU)","No terminó la Educación Primaria o Educación General Básica (EGB)","Privada religiosa","Pública","ama de casa","empresario","1","1","Nos podíamos permitir todavía más lujos (múltiples vacaciones anuales, varios coches).","Propiedad","08397","16","Sí","Ciclo formativo de grado superior (FP)","","No","0","0","0","0","0","Ninguna","Si","No","No lo recuerdo","No lo recuerdo","","No","0","No","No accedí a la universidad"
"2019/02/05 3:59:26 PM GMT+1","1974","Mujer","2","primero","Padres conviviendo como pareja, casados o pareja de hecho.","27","27","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Privada religiosa","dependienta","tornero","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08400","16","Sí","Grado universitario,  licenciatura o ingeniería técnica","","No","0","12","0","0","0","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","7 - 7,5","","diplomatura","Sí","","Sí",""
"2019/02/05 3:59:27 PM GMT+1","17/02/1972","Mujer","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","21","25","Educación Primaria o Educación General Básica (EGB)","Diplomatura o ingeniería técnica","Privada religiosa","Privada religiosa","Modista","Ingeniero técnivo comercial","1","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Alquiler","08912","25","Sí","Máster Universitario","","No","4","0","0","0","8","Clases de refuerzo;Clases extracurriculares (por ejemplo: academias de idiomas, kumon, etc.)","Si","Sí","6 - 6,5","","Licenciada Veterinaria","Sí","","No","Segunda"
"2019/02/05 4:01:59 PM GMT+1","1951","Hombre","1","2","Padres conviviendo como pareja, casados o pareja de hecho.","30","32","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Empresaria","Técnico quimico","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","Badalona ","22","Sí","Máster Universitario","","No","0","0","0","0","6","Ninguna","Si","Sí","6 - 6,5","","Economicas","Sí","","Sí",""
"2019/02/05 4:04:09 PM GMT+1","1977","Hombre","1","1","Padres conviviendo como pareja, casados o pareja de hecho.","20","27","Educación Primaria o Educación General Básica (EGB)","Ciclo formativo de grado medio (FP)","Pública","Pública","Ama de casa","Carpintero","1","1","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Propiedad","08032","16","Sí","Diplomatura o ingeniería técnica","","No","5","0","3","0","0","Ninguna","Si","Sí","5 - 5,5","","Empresariales","Sí","","No","Segunda"
"2019/02/05 4:04:11 PM GMT+1","1993","Mujer","2","1,2,3","Padres divorciados y los dos con otras parejas.","23","22","Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","Limpiadora","Ferralla","1","1","Teníamos dificultades para cubrir nuestras necesidades básicas (vivienda, alimentación, etc.).","Alquiler","08304","17","Sí","Educación Primaria o Educación General Básica (EGB)","","No","9","0","0","0","0","Clases de refuerzo","No","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:05:35 PM GMT+1","1972","Hombre","2","3","Padres conviviendo como pareja, casados o pareja de hecho.","23","25","Educación Secundaria Obligatoria (ESO) o Bachillerato Unificado Polivalente (BUP)","Educación Primaria o Educación General Básica (EGB)","Pública","Pública","administrativa","charcutero","1","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Alquiler","08402","26","Sí","Diplomatura o ingeniería técnica","","No","12","12","0","0","0","Ninguna","No","No","","","diplomatura empresariales","Sí","","Sí",""
"2019/02/05 4:06:02 PM GMT+1","1972","Mujer","3","3","Padres conviviendo como pareja, casados o pareja de hecho.","21","27","No terminó la Educación Primaria o Educación General Básica (EGB)","No terminó la Educación Primaria o Educación General Básica (EGB)","Concertada religiosa","Concertada religiosa","Textil / ama de casa","Minero/ textil","1","1","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Alquiler","08279","16","Sí","Ciclo formativo de grado medio (FP)","","No","3","0","0","0","0","Ninguna","No","No","","","","","","","No accedí a la universidad"
"2019/02/05 4:06:39 PM GMT+1","1968","Hombre","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","35","35","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","No lo sé","Pública","Ama de casa","Albañil","2","0","Nos podíamos permitir lujos ocasionales (como salir a comer de vez en cuando).","Alquiler","08032","20","No","Grado universitario,  licenciatura o ingeniería técnica","Grado universitario","No","2","0","8","0","0","Ninguna","Si","Sí","6,5 - 7","","Grado de Biologia","Sí","","Sí",""
"2019/02/05 4:09:40 PM GMT+1","1996","Hombre","1","1","Padre o madre viudo/a, sin pareja.","27","27","Bachillerato o Curso de Orientación Universitaria (COU)","Ciclo formativo de grado superior (FP)","Pública","Pública","Varias","Electricista","1","1","Teníamos dificultades para cubrir nuestras necesidades básicas (vivienda, alimentación, etc.).","Propiedad","08401","19","No","","Grado universitario","No","12","0","0","0","0","Clases de refuerzo;Logopedia o Psicopedagogía","No","Sí","","6,5 - 7","","Sí","","Sí",""
"2019/02/05 4:09:59 PM GMT+1","1968","Hombre","2","1","Padres conviviendo como pareja, casados o pareja de hecho.","20","22","Diplomatura o ingeniería técnica","Diplomatura o ingeniería técnica","Pública","Pública","Enfermera","Quimico","1","0","Nos podíamos permitir lujos de manera habitual (como ir de vacaciones cada año).","Otras situaciones","08015","25","Sí","Diplomatura o ingeniería técnica","","No","0","11","0","0","0","Clases de refuerzo","Si","Sí","7 - 7,5","","Ingenieria tecnica de Telecomunicación ","Sí","","Sí",""
"2019/02/05 4:09:59 PM GMT+1","1972","Hombre","0","1","Padres conviviendo como pareja, casados o pareja de hecho.","40","46","No terminó la Educación Primaria o Educación General Básica (EGB)","Educación Primaria o Educación General Básica (EGB)","No lo sé","Pública","Ama de casa","Electricista","2","0","Lográbamos cubrir nuestras necesidades básicas, pero no nos podíamos permitir ningún lujo.","Propiedad","08290","15","Sí","Diplomatura o ingeniería técnica","","No","10","0","0","0","0","Ninguna","Si","Sí","6 - 6,5","","Exactas","Sí","","Sí",""
